LiftID,Lake,Agency,Location,Latitude,Longitude,STATD,Model_unit,Grid,Year,Month,Day,SurveyType,SurveyType2,SurveyDescription,Gear,Nights,NetLength(km),Depth1(m),Depth2(m),AvgDepth(m),SurfaceTemp(C),BottomTemp(C),NetMaterial,MinMesh(mm),MaxMesh(mm),Comments
MIDNR_2004-1025,MICHIGAN,MIDNR,ARCADIA,44.61371667,-86.28786667,MM-5,NORTH,1011,2004,4,26,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,37.4904,,,,NYLON,38.1,152.4,
MIDNR_2014-1061,MICHIGAN,MIDNR,ARCADIA,44.46205,-86.28396667,MM-6,NORTH,1111,2014,6,4,LWAP,LWAP,Bottom Gillnet,BGN,1,0.30479999,12.8016,15.24,,,,NYLON,38.1,152.4,
MIDNR_2007-1044,MICHIGAN,MIDNR,ARCADIA,44.59235,-86.28393333,MM-5,NORTH,1011,2007,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,45.72,52.4256,,,,NYLON,38.1,152.4,
MIDNR_1999-1017,MICHIGAN,MIDNR,ARCADIA,44.48333333,-86.28333333,MM-6,NORTH,1111,1999,4,20,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,30.48,39.9288,,,,NYLON,63.5,152.4,"24"" Sturgeon captured and released."
MIDNR_2005-1031,MICHIGAN,MIDNR,ARCADIA,44.61541667,-86.2827,MM-5,NORTH,1011,2005,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,32.6136,,,,NYLON,38.1,152.4,None
MIDNR_2010-1043,MICHIGAN,MIDNR,ARCADIA,44.50243333,-86.28226667,MM-5,NORTH,1011,2010,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,50.292,45.72,,,,NYLON,38.1,152.4,
MIDNR_2001-1016,MICHIGAN,MIDNR,ARCADIA,44.51733333,-86.28166667,MM-5,NORTH,1011,2001,5,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,46.0248,43.8912,,,,NYLON,63.5,152.4,
MIDNR_2015-1070,MICHIGAN,MIDNR,ARCADIA,44.35188333,-86.28163333,MM-6,NORTH,1111,2015,6,2,,,Bottom Gillnet,BGN,,0.30479999,12.4967996,10.66799966,,,,MONO,38.1,152.4,
MIDNR_2009-1038,MICHIGAN,MIDNR,ARCADIA,44.5513,-86.2805,MM-5,NORTH,1011,2009,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,34.4424,31.0896,,,,NYLON,38.1,152.4,
MIDNR_2003-1039,MICHIGAN,MIDNR,ARCADIA,44.419,-86.28033333,MM-6,NORTH,1111,2003,5,13,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,18.288,,,,NYLON,38.1,152.4,
MIDNR_2014-1060,MICHIGAN,MIDNR,ARCADIA,44.46221667,-86.2796,MM-6,NORTH,1111,2014,6,4,,,Bottom Gillnet,BGN,1,0.30479999,15.24,12.8016,,,,MONO,38.1,152.4,
MIDNR_2010-1037,MICHIGAN,MIDNR,ARCADIA,44.38475,-86.27943333,MM-6,NORTH,1111,2010,6,1,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,35.052,,,,NYLON,38.1,152.4,
MIDNR_2005-1026,MICHIGAN,MIDNR,ARCADIA,44.43448333,-86.2791,MM-6,NORTH,1111,2005,4,21,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,16.1544,,,,NYLON,38.1,152.4,Depth Hit 90' at deepest
MIDNR_1995-2001,MICHIGAN,MIDNR,ARCADIA,44.42444444,-86.27865972,MM-5,NORTH,1011,1995,4,11,,,Bottom Trawl,BTL,,0.024383999,11.8872,14.0208,,,,NYLON,25.4,50.8,"Tore net, lots of zebra mussels."
MIDNR_2015-1069,MICHIGAN,MIDNR,ARCADIA,44.35183333,-86.27781667,MM-6,NORTH,1111,2015,6,2,LWAP,LWAP,Bottom Gillnet,BGN,,0.30479999,11.27759964,12.4967996,,,,NYLON,38.1,152.4,
MIDNR_2009-1033,MICHIGAN,MIDNR,ARCADIA,44.41933333,-86.27708333,MM-6,NORTH,1111,2009,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,17.9832,,,,NYLON,38.1,152.4,
MIDNR_2004-1028,MICHIGAN,MIDNR,ARCADIA,44.44575,-86.27566667,MM-6,NORTH,1111,2004,5,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,13.716,,,,NYLON,38.1,152.4,
MIDNR_2000-1009,MICHIGAN,MIDNR,ARCADIA,44.47533333,-86.2755,MM-6,NORTH,1111,2000,4,18,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,15.24,17.0688,,,,NYLON,63.5,152.4,B
MIDNR_2000-1013,MICHIGAN,MIDNR,ARCADIA,44.52466667,-86.27533333,MM-5,NORTH,1011,2000,4,19,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,30.48,37.7952,,,,NYLON,63.5,152.4,B
MIDNR_1998-1040,MICHIGAN,MIDNR,ARCADIA,44.39183333,-86.27533333,MM-6,NORTH,1111,1998,6,17,LWAP,LWAP,Bottom Gillnet,BGN,1,0.243839992,16.764,18.5928,,,,NYLON,63.5,152.4,SUB_GRID 55
MIDNR_2008-1039,MICHIGAN,MIDNR,ARCADIA,44.41296667,-86.27481667,MM-6,NORTH,1111,2008,5,28,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,36.576,,,,NYLON,38.1,152.4,
MIDNR_2002-1034,MICHIGAN,MIDNR,ARCADIA,44.44883333,-86.27466667,MM-6,NORTH,1111,2002,5,28,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,13.4112,,,,NYLON,38.1,152.4,
MIDNR_2013-1031,MICHIGAN,MIDNR,ARCADIA,44.59768333,-86.2745,MM-5,NORTH,1011,2013,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,37.4904,,,,NYLON,38.1,152.4,
MIDNR_2003-1044,MICHIGAN,MIDNR,ARCADIA,44.52316667,-86.2745,MM-5,NORTH,1011,2003,5,14,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,35.052,,,,NYLON,38.1,152.4,
MIDNR_2010-1042,MICHIGAN,MIDNR,ARCADIA,44.50266667,-86.27395,MM-5,NORTH,1011,2010,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,50.292,,,,NYLON,38.1,152.4,
MIDNR_2014-1055,MICHIGAN,MIDNR,ARCADIA,44.53191667,-86.27338333,MM-5,NORTH,1011,2014,6,3,,,Bottom Gillnet,BGN,1,0.30479999,30.7848,34.1376,,,,MONO,38.1,152.4,
MIDNR_2002-1039,MICHIGAN,MIDNR,ARCADIA,44.54766667,-86.27266667,MM-5,NORTH,1011,2002,5,29,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,34.7472,,,,NYLON,38.1,152.4,
MIDNR_2012-1033,MICHIGAN,MIDNR,ARCADIA,44.46195,-86.27228333,MM-6,NORTH,1111,2012,5,14,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,12.4968,14.0208,,,,NYLON,38.1,152.4,
MIDNR_2012-1030,MICHIGAN,MIDNR,ARCADIA,44.55331667,-86.27218333,MM-5,NORTH,1011,2012,5,10,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,36.576,,,,NYLON,38.1,152.4,
MIDNR_2001-1015,MICHIGAN,MIDNR,ARCADIA,44.5175,-86.27216667,MM-5,NORTH,1011,2001,5,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,30.48,42.672,,,,NYLON,63.5,152.4,
MIDNR_1998-2035,MICHIGAN,MIDNR,ARCADIA,44.3995,-86.272,MM-6,NORTH,1111,1998,6,10,,,Suspended Gillnet,SPN,,0.975359969,9.144,18.288,,,,MONO,76.2,203.2,
MIDNR_2010-1036,MICHIGAN,MIDNR,ARCADIA,44.38345,-86.27195,MM-6,NORTH,1111,2010,6,1,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,17.0688,,,,NYLON,38.1,152.4,
MIDNR_2008-1045,MICHIGAN,MIDNR,ARCADIA,44.54256667,-86.27163333,MM-5,NORTH,1011,2008,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,35.6616,,,,NYLON,38.1,152.4,
MIDNR_2013-1025,MICHIGAN,MIDNR,ARCADIA,44.46881667,-86.2697,MM-6,NORTH,1111,2013,5,7,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.8016,,,,NYLON,38.1,152.4,
MIDNR_2014-1054,MICHIGAN,MIDNR,ARCADIA,44.53176667,-86.26885,MM-5,NORTH,1011,2014,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.30479999,30.48,30.7848,,,,NYLON,38.1,152.4,
MIDNR_2007-1045,MICHIGAN,MIDNR,ARCADIA,44.36773333,-86.26858333,MM-6,NORTH,1111,2007,5,9,,,Bottom Gillnet,BGN,1,0.975359969,7.0104,10.668,,,,NYLON,38.1,88.9,
MIDNR_2007-1037,MICHIGAN,MIDNR,ARCADIA,44.37071667,-86.26851667,MM-6,NORTH,1111,2007,5,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,11.2776,,,,NYLON,38.1,152.4,
MIDNR_2001-1019,MICHIGAN,MIDNR,ARCADIA,44.46666667,-86.26716667,MM-6,NORTH,1111,2001,5,9,,,Bottom Gillnet,BGN,1,0.30479999,9.144,9.7536,,,,NYLON,38.1,88.9,
MIDNR_1999-1014,MICHIGAN,MIDNR,ARCADIA,44.5,-86.26666667,MM-5,NORTH,1011,1999,4,19,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,30.48,46.3296,,,,NYLON,63.5,152.4,
MIDNR_1999-1015,MICHIGAN,MIDNR,ARCADIA,44.5,-86.26666667,MM-5,NORTH,1011,1999,4,19,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,46.3296,48.768,,,,NYLON,63.5,152.4,
MIDNR_1999-1016,MICHIGAN,MIDNR,ARCADIA,44.48333333,-86.26666667,MM-6,NORTH,1111,1999,4,20,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,15.24,25.2984,,,,NYLON,63.5,152.4,"1-LAT-5.5"" fell out of net"
MIDNR_2014-1059,MICHIGAN,MIDNR,ARCADIA,44.4624,-86.26553333,MM-6,NORTH,1111,2014,6,4,LWAP,LWAP,Bottom Gillnet,BGN,1,0.30479999,10.668,13.1064,,,,NYLON,38.1,152.4,
MIDNR_2012-1032,MICHIGAN,MIDNR,ARCADIA,44.45951667,-86.26478333,MM-6,NORTH,1111,2012,5,14,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.4968,,,,NYLON,38.1,152.4,
MIDNR_2000-1007,MICHIGAN,MIDNR,ARCADIA,44.4525,-86.2635,MM-6,NORTH,1111,2000,4,17,,,Bottom Gillnet,BGN,1,0.30479999,9.144,10.9728,,,,NYLON,38.1,88.9,B
MIDNR_2002-1033,MICHIGAN,MIDNR,ARCADIA,44.45,-86.26316667,MM-6,NORTH,1111,2002,5,28,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.192,,,,NYLON,38.1,152.4,
MIDNR_1995-2002,MICHIGAN,MIDNR,ARCADIA,44.42597694,-86.26304556,MM-5,NORTH,1011,1995,4,11,,,Bottom Trawl,BTL,,0.024383999,11.2776,11.8872,,,,NYLON,25.4,50.8,"Tore net again, lots of zebra mussels."
MIDNR_2010-1041,MICHIGAN,MIDNR,ARCADIA,44.50345,-86.26291667,MM-5,NORTH,1011,2010,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,25.2984,,,,NYLON,38.1,152.4,
MIDNR_2001-1018,MICHIGAN,MIDNR,ARCADIA,44.50883333,-86.26283333,MM-5,NORTH,1011,2001,5,8,,,Bottom Gillnet,BGN,1,0.30479999,18.288,26.5176,,,,NYLON,38.1,88.9,
MIDNR_2000-1006,MICHIGAN,MIDNR,ARCADIA,44.5075,-86.26283333,MM-5,NORTH,1011,2000,4,13,,,Bottom Gillnet,BGN,1,0.30479999,18.288,26.5176,,,,NYLON,38.1,88.9,B
MIDNR_1998-1041,MICHIGAN,MIDNR,ARCADIA,44.469,-86.26283333,MM-6,NORTH,1111,1998,6,18,LWAP,LWAP,Bottom Gillnet,BGN,1,0.243839992,8.2296,10.0584,,,,NYLON,63.5,152.4,SUB_GRID 33
MIDNR_2010-9515,MICHIGAN,MIDNR,ARCADIA,,,MM-6,NORTH,1111,2010,6,1,,,Neuston Netting,NEU,,0.0018288,0,0.9144,,,,MONO,12700,,
MIDNR_2005-1030,MICHIGAN,MIDNR,ARCADIA,44.61561667,-86.26163333,MM-5,NORTH,1011,2005,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,20.4216,,,,NYLON,38.1,152.4,None
MIDNR_2014-1058,MICHIGAN,MIDNR,ARCADIA,44.46236667,-86.2613,MM-6,NORTH,1111,2014,6,4,,,Bottom Gillnet,BGN,1,0.30479999,9.144,10.668,,,,MONO,38.1,152.4,
MIDNR_2010-9451,MICHIGAN,MIDNR,ARCADIA,44.5115,-86.26105,MM-6,NORTH,1111,2010,5,10,,,Conical Larval Net,CON,,,0,0.3048,,,,MONO,12700,,
MIDNR_2010-9452,MICHIGAN,MIDNR,ARCADIA,44.5115,-86.26105,MM-6,NORTH,1111,2010,5,10,,,Conical Larval Net,CON,,,0,0.3048,,,,MONO,12700,,
MIDNR_2010-9513,MICHIGAN,MIDNR,ARCADIA,44.5115,-86.26105,MM-6,NORTH,1111,2010,6,1,,,Neuston Netting,NEU,,0.0018288,0,0.9144,,,,MONO,12700,,
MIDNR_2004-1027,MICHIGAN,MIDNR,ARCADIA,44.44448333,-86.25973333,MM-6,NORTH,1111,2004,5,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,9.4488,,,,NYLON,38.1,152.4,
MIDNR_2001-1014,MICHIGAN,MIDNR,ARCADIA,44.51666667,-86.2575,MM-5,NORTH,1011,2001,5,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,15.5448,24.9936,,,,NYLON,63.5,152.4,
MIDNR_2003-1038,MICHIGAN,MIDNR,ARCADIA,44.41766667,-86.2575,MM-6,NORTH,1111,2003,5,13,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.192,,,,NYLON,38.1,152.4,
MIDNR_2005-1025,MICHIGAN,MIDNR,ARCADIA,44.38901667,-86.2572,MM-6,NORTH,1111,2005,4,21,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,10.3632,,,,NYLON,38.1,152.4,None
MIDNR_2008-1038,MICHIGAN,MIDNR,ARCADIA,44.41251667,-86.25673333,MM-6,NORTH,1111,2008,5,28,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.192,,,,NYLON,38.1,152.4,
MIDNR_2009-1032,MICHIGAN,MIDNR,ARCADIA,44.41741667,-86.25616667,MM-6,NORTH,1111,2009,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.4968,,,,NYLON,38.1,152.4,
MIDNR_2003-1043,MICHIGAN,MIDNR,ARCADIA,44.51883333,-86.256,MM-5,NORTH,1011,2003,5,14,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,25.6032,,,,NYLON,38.1,152.4,
MIDNR_2004-1024,MICHIGAN,MIDNR,ARCADIA,44.61201667,-86.2558,MM-5,NORTH,1011,2004,4,26,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,18.8976,,,,NYLON,38.1,152.4,
MIDNR_2007-1043,MICHIGAN,MIDNR,ARCADIA,44.58838333,-86.25493333,MM-5,NORTH,1011,2007,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,34.1376,,,,NYLON,38.1,152.4,
MIDNR_2014-1053,MICHIGAN,MIDNR,ARCADIA,44.53351667,-86.2545,MM-5,NORTH,1011,2014,6,3,,,Bottom Gillnet,BGN,1,0.30479999,19.2024,23.4696,,,,MONO,38.1,152.4,
MIDNR_2000-1012,MICHIGAN,MIDNR,ARCADIA,44.52416667,-86.2535,MM-5,NORTH,1011,2000,4,19,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,15.24,22.2504,,,,NYLON,63.5,152.4,B
MIDNR_2008-1044,MICHIGAN,MIDNR,ARCADIA,44.53826667,-86.25163333,MM-5,NORTH,1011,2008,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,17.3736,23.4696,,,,NYLON,38.1,152.4,
MIDNR_2013-1030,MICHIGAN,MIDNR,ARCADIA,44.59941667,-86.25151667,MM-5,NORTH,1011,2013,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,24.6888,,,,NYLON,38.1,152.4,
MIDNR_2014-1052,MICHIGAN,MIDNR,ARCADIA,44.53243333,-86.25033333,MM-5,NORTH,1011,2014,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.30479999,15.24,19.2024,,,,NYLON,38.1,152.4,
MIDNR_1999-1013,MICHIGAN,MIDNR,ARCADIA,44.48333333,-86.25,MM-6,NORTH,1111,1999,4,19,LWAP,LWAP,Bottom Gillnet,BGN,1,0.487679984,16.1544,18.288,,,,NYLON,63.5,152.4,"1-BUR-5.5"" and 1-LAT-3.5"" fell out of net"
MIDNR_2014-1051,MICHIGAN,MIDNR,ARCADIA,44.52826667,-86.24995,MM-5,NORTH,1011,2014,6,3,,,Bottom Gillnet,BGN,1,0.30479999,13.716,18.288,,,,MONO,38.1,152.4,
MIDNR_2001-1017,MICHIGAN,MIDNR,ARCADIA,44.50016667,-86.24866667,MM-5,NORTH,1011,2001,5,8,,,Bottom Gillnet,BGN,1,0.30479999,8.8392,11.2776,,,,NYLON,38.1,88.9,
MIDNR_2010-1040,MICHIGAN,MIDNR,ARCADIA,44.5026,-86.24808333,MM-5,NORTH,1011,2010,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.192,,,,NYLON,38.1,152.4,
MIDNR_2000-1005,MICHIGAN,MIDNR,ARCADIA,44.508,-86.2475,MM-5,NORTH,1011,2000,4,13,,,Bottom Gillnet,BGN,1,0.30479999,9.4488,11.8872,,,,NYLON,38.1,88.9,B
MIDNR_2005-1029,MICHIGAN,MIDNR,ARCADIA,44.6161,-86.24658333,MM-5,NORTH,1011,2005,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,14.0208,,,,NYLON,38.1,152.4,None
MIDNR_2015-1083,MICHIGAN,MIDNR,ARCADIA,44.56116667,-86.24616667,MM-5,NORTH,1011,2015,6,3,LWAP,LWAP,Bottom Gillnet,BGN,,0.30479999,50.29199839,59.13119811,,,,NYLON,38.1,152.4,
MIDNR_2002-1038,MICHIGAN,MIDNR,ARCADIA,44.546,-86.24583333,MM-5,NORTH,1011,2002,5,29,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,22.2504,,,,NYLON,38.1,152.4,
MIDNR_2014-1050,MICHIGAN,MIDNR,ARCADIA,44.5273,-86.24581667,MM-5,NORTH,1011,2014,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.30479999,9.144,13.716,,,,NYLON,38.1,152.4,
MIDNR_2012-1029,MICHIGAN,MIDNR,ARCADIA,44.54896667,-86.24553333,MM-5,NORTH,1011,2012,5,10,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,16.4592,25.908,,,,NYLON,38.1,152.4,
MIDNR_2015-1085,MICHIGAN,MIDNR,ARCADIA,44.57045,-86.24511667,MM-5,NORTH,1011,2015,6,3,LWAP,LWAP,Bottom Gillnet,BGN,,0.30479999,51.20639836,60.95999805,,,,NYLON,38.1,152.4,
MIDNR_2008-1043,MICHIGAN,MIDNR,ARCADIA,44.53508333,-86.24486667,MM-5,NORTH,1011,2008,6,2,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,17.3736,,,,NYLON,38.1,152.4,
MIDNR_2003-1042,MICHIGAN,MIDNR,ARCADIA,44.60116667,-86.24483333,MM-5,NORTH,1011,2003,5,14,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,13.716,,,,NYLON,38.1,152.4,
MIDNR_2004-1023,MICHIGAN,MIDNR,ARCADIA,44.61275,-86.24371667,MM-5,NORTH,1011,2004,4,26,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,12.192,,,,NYLON,38.1,152.4,
MIDNR_2015-1082,MICHIGAN,MIDNR,ARCADIA,44.56156667,-86.24183333,MM-5,NORTH,1011,2015,6,3,,,Bottom Gillnet,BGN,,0.30479999,30.47999902,50.29199839,,,,MONO,38.1,152.4,
MIDNR_2009-1037,MICHIGAN,MIDNR,ARCADIA,44.55088333,-86.24073333,MM-5,NORTH,1011,2009,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,22.5552,,,,NYLON,38.1,152.4,
MIDNR_2015-1084,MICHIGAN,MIDNR,ARCADIA,44.57061667,-86.24053333,MM-5,NORTH,1011,2015,6,3,,,Bottom Gillnet,BGN,,0.30479999,45.71999854,51.20639836,,,,MONO,38.1,152.4,
MIDNR_2015-1079,MICHIGAN,MIDNR,ARCADIA,44.5504,-86.24021667,MM-5,NORTH,1011,2015,6,3,LWAP,LWAP,Bottom Gillnet,BGN,,0.30479999,13.71599956,20.11679936,,,,NYLON,38.1,152.4,
MIDNR_2013-1029,MICHIGAN,MIDNR,ARCADIA,44.5998,-86.23871667,MM-5,NORTH,1011,2013,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,10.3632,,,,NYLON,38.1,152.4,
MIDNR_2007-1042,MICHIGAN,MIDNR,ARCADIA,44.58536667,-86.2387,MM-5,NORTH,1011,2007,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,21.336,,,,NYLON,38.1,152.4,
MIDNR_2012-1028,MICHIGAN,MIDNR,ARCADIA,44.54765,-86.23783333,MM-5,NORTH,1011,2012,5,10,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,16.4592,,,,NYLON,38.1,152.4,
MIDNR_2002-1037,MICHIGAN,MIDNR,ARCADIA,44.55016667,-86.2375,MM-5,NORTH,1011,2002,5,29,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,19.812,,,,NYLON,38.1,152.4,
MIDNR_2015-1078,MICHIGAN,MIDNR,ARCADIA,44.54921667,-86.23661667,MM-5,NORTH,1011,2015,6,3,,,Bottom Gillnet,BGN,,0.30479999,9.143999707,13.71599956,,,,MONO,38.1,152.4,
MIDNR_2015-1080,MICHIGAN,MIDNR,ARCADIA,44.55936667,-86.23333333,MM-5,NORTH,1011,2015,6,3,,,Bottom Gillnet,BGN,,0.30479999,15.23999951,15.84959949,,,,MONO,38.1,152.4,
MIDNR_2009-1036,MICHIGAN,MIDNR,ARCADIA,44.55273333,-86.23296667,MM-5,NORTH,1011,2009,6,3,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,14.9352,,,,NYLON,38.1,152.4,
MIDNR_2007-1041,MICHIGAN,MIDNR,ARCADIA,44.5837,-86.2314,MM-5,NORTH,1011,2007,5,8,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,15.24,,,,NYLON,38.1,152.4,
MIDNR_2006-1031,MICHIGAN,MIDNR,ARCADIA,,,MM-5,NORTH,1011,2006,4,27,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,49.9872,,,,NYLON,38.1,152.4,
MIDNR_2006-1029,MICHIGAN,MIDNR,ARCADIA,,,MM-5,NORTH,1011,2006,4,27,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,31.6992,,,,NYLON,38.1,152.4,
MIDNR_2006-1032,MICHIGAN,MIDNR,ARCADIA,,,MM-5,NORTH,1011,2006,4,27,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,45.72,63.7032,,,,NYLON,38.1,152.4,
MIDNR_2006-1030,MICHIGAN,MIDNR,ARCADIA,,,MM-5,NORTH,1011,2006,4,27,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,46.9392,,,,NYLON,38.1,152.4,
MIDNR_2006-1028,MICHIGAN,MIDNR,ARCADIA,,,MM-6,NORTH,1111,2006,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,45.72,54.864,,,,NYLON,38.1,152.4,
MIDNR_2006-1025,MICHIGAN,MIDNR,ARCADIA,,,MM-6,NORTH,1111,2006,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,9.144,11.2776,,,,NYLON,38.1,152.4,
MIDNR_2006-1027,MICHIGAN,MIDNR,ARCADIA,,,MM-6,NORTH,1111,2006,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,30.48,42.0624,,,,NYLON,38.1,152.4,
MIDNR_2006-1026,MICHIGAN,MIDNR,ARCADIA,,,MM-6,NORTH,1111,2006,4,25,LWAP,LWAP,Bottom Gillnet,BGN,1,0.60959998,15.24,16.764,,,,NYLON,38.1,152.4,
GTB_COM-4-17-2002-715,MICHIGAN,GTB,ARROWHEAD POINT,,,MM-4,NORTH,715,2002,4,17,COMMERCIAL,Commercial Sampling,,,,,,,,,,,,,these were gears that appeared in Biodata but not gear table
WIDNR_ 1545,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2003,11,6,,,,Weir,0,,,,,,,,,,coho harvested on a weir harvest day
WIDNR_ 374,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2003,4,17,,,,Weir,0,,0,0,0,,,,,,
WIDNR_ 382,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2003,5,1,,,,Weir,0,,0,0,0,,,,,,
WIDNR_ 381,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2003,4,23,,,,Weir,0,,0,0,0,,,,,,
WIDNR_ 1544,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2003,11,13,,,,Weir,0,,,,,,,,,,coho harvested on a weir harvest day
WIDNR_ 1329,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2004,4,15,,,,Weir,0,,,,,,,,,,
WIDNR_ 1325,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2004,4,1,,,,Weir,0,,,,,,,,,,Kept for analysis means returned to pond for future spawning or disease assessment.
WIDNR_ 1323,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2004,3,29,,,,Weir,0,,,,,,,,,,Kept for analysis means returned to pond for future spawning or disease assessment.
WIDNR_ 1322,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2004,3,24,,,,Weir,0,,,,,,,,,,Kept for analysis means returned to pond for future spawning or disease assessment.
WIDNR_ 1326,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2004,4,7,,,,Weir,0,,,,,,,,,,
WIDNR_ 1598,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2005,4,6,,,,Weir,0,,,,,,,,,,
WIDNR_ 1601,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2005,4,13,,,,Weir,0,,,,,,,,,,
WIDNR_ 1602,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2005,4,20,,,,Weir,0,,,,,,,,,,
WIDNR_ 2588,MICHIGAN,WIDNR,BAFF,,,WM-4,WI345,,2006,10,10,,,,Weir,0,,,,,,,,,,
